DOI,Date,Kind,Title,Authors,Image URL
10.1038/s41597-023-02787-8,2024-01-25,Data Descriptor,An EEG motor imagery dataset for brain computer interface in acute stroke patients,Haijie Liu | Penghu Wei | Junwei Hao,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02787-8/MediaObjects/41597_2023_2787_Fig1_HTML.png
10.1038/s41597-024-02948-3,2024-01-25,Data Descriptor,Global seasonal prediction of fire danger,Francesca Di Giuseppe | Claudia Vitolo | Fredrik Wetterhall,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02948-3/MediaObjects/41597_2024_2948_Fig1_HTML.png
10.1038/s41597-024-02970-5,2024-01-25,Data Descriptor,Fluorescence microscopy and correlative brightfield videos of mitochondria and vesicles in H9c2 cardiomyoblasts,Ida S. Opstad | Åsa B. Birgisdottir | Krishna Agarwal,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02970-5/MediaObjects/41597_2024_2970_Fig1_HTML.png
10.1038/s41597-024-02953-6,2024-01-25,Data Descriptor,AVDOS-VR: Affective Video Database with Physiological Signals and Continuous Ratings Collected Remotely in VR,Michal Gnacek | Luis Quintero | Ellen Seiss,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02953-6/MediaObjects/41597_2024_2953_Fig1_HTML.png
10.1038/s41597-024-02962-5,2024-01-25,Data Descriptor,Semi-automated sequence curation for reliable reference datasets in ITS2 vascular plant DNA (meta-)barcoding,Andreia Quaresma | Markus J. Ankenbrand | Alexander Keller,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02962-5/MediaObjects/41597_2024_2962_Fig1_HTML.png
10.1038/s41597-024-02965-2,2024-01-26,Data Descriptor,"Chromosome-level genome assemblies of Nicotiana tabacum, Nicotiana sylvestris, and Nicotiana tomentosiformis",Nicolas Sierro | Mehdi Auberson | Nikolai V. Ivanov,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02965-2/MediaObjects/41597_2024_2965_Fig1_HTML.png
10.1038/s41597-024-02979-w,2024-01-26,Data Descriptor,Not just crop or forest: an integrated land cover map for agricultural and natural areas,Melanie Kammerer | Aaron L. Iverson | Sarah C. Goslee,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02979-w/MediaObjects/41597_2024_2979_Fig1_HTML.png
10.1038/s41597-024-02971-4,2024-01-26,Data Descriptor,City-level building operation and end-use carbon emissions dataset from China for 2015–2020,Yanhui Yu | Kairui You | Yuan Liu,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02971-4/MediaObjects/41597_2024_2971_Fig1_HTML.png
10.1038/s41597-024-02972-3,2024-01-26,Data Descriptor,Extended-wavelength diffuse reflectance spectroscopy dataset of animal tissues for bone-related biomedical applications,Celina L. Li | Carl J. Fisher | Stefan Andersson-Engels,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02972-3/MediaObjects/41597_2024_2972_Fig1_HTML.png
10.1038/s41597-023-02788-7,2024-01-29,Data Descriptor,Multidimensional well-being of US households at a fine spatial scale using fused household surveys,Kevin Ummel | Miguel Poblete-Cazenave | Narasimha D. Rao,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02788-7/MediaObjects/41597_2023_2788_Fig1_HTML.png
10.1038/s41597-024-02973-2,2024-01-29,Data Descriptor,Whole-genome resource sequences of 57 indigenous Ethiopian goats,Shumuye Belay | Gurja Belay | Joram M. Mwacharo,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02973-2/MediaObjects/41597_2024_2973_Fig1_HTML.png
10.1038/s41597-024-02934-9,2024-01-30,Data Descriptor,An 800-year record of benthic foraminifer images and 2D morphometrics from the Santa Barbara Basin,Sara S. Kahanamoku-Meyer | Maya Samuels-Fair | Seth Finnegan,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02934-9/MediaObjects/41597_2024_2934_Fig1_HTML.png
10.1038/s41597-024-02969-y,2024-01-30,Data Descriptor,"TrackdAT, an acoustic telemetry metadata dataset to support aquatic animal tracking research",Jordan K. Matley | Natalie V. Klinard | Aaron T. Fisk,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02969-y/MediaObjects/41597_2024_2969_Fig1_HTML.png
10.1038/s41597-024-02978-x,2024-01-31,Data Descriptor,Patient level dataset to study the effect of COVID-19 in people with Multiple Sclerosis,Hamza Khan | Lotte Geys | Liesbet M. Peeters,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02978-x/MediaObjects/41597_2024_2978_Fig1_HTML.png
10.1038/s41597-024-02957-2,2024-01-31,Data Descriptor,Acting Emotions: a comprehensive dataset of elicited emotions,Luís Aly | Leonor Godinho | Hugo Plácido da Silva,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02957-2/MediaObjects/41597_2024_2957_Fig1_HTML.png
10.1038/s41597-024-02964-3,2024-01-31,Data Descriptor,"CORESIDENCE: National and subnational data on household size and composition around the world, 1964–2021",Juan Galeano | Albert Esteve | Rita Trias-Prats,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02964-3/MediaObjects/41597_2024_2964_Fig1_HTML.png
10.1038/s41597-024-02983-0,2024-01-31,Data Descriptor,Automatically Generated Datasets: Present and Potential Self-Cleaning Coating Materials,Shaozhou Wang | Yuwei Wan | Bram Hoex,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02983-0/MediaObjects/41597_2024_2983_Fig1_HTML.png
10.1038/s41597-024-02984-z,2024-01-31,Data Descriptor,Curated benchmark dataset for ultrasound based breast lesion analysis,Anna Pawłowska | Anna Ćwierz-Pieńkowska | Norbert Żołek,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02984-z/MediaObjects/41597_2024_2984_Fig1_HTML.png
10.1038/s41597-024-02987-w,2024-01-31,Data Descriptor,The Swedish National Facility for Magnetoencephalography Parkinson’s disease dataset,Mikkel C. Vinding | Allison Eriksson | Daniel Lundqvist,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02987-w/MediaObjects/41597_2024_2987_Fig1_HTML.png
10.1038/s41597-024-02989-8,2024-01-31,Data Descriptor,"Chromosome-level genome assembly and annotation of the yellow grouper, Epinephelus awoara",Weiwei Zhang | Yang Yang | Zining Meng,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02989-8/MediaObjects/41597_2024_2989_Fig1_HTML.png
10.1038/s41597-024-02975-0,2024-02-01,Data Descriptor,A clinical microscopy dataset to develop a deep learning diagnostic test for urinary tract infection,Natasha Liou | Trina De | Harry Horsley,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02975-0/MediaObjects/41597_2024_2975_Fig1_HTML.png
10.1038/s41597-024-02986-x,2024-02-01,Data Descriptor,DEBBIES Dataset to study Life Histories across Ectotherms,Isabel M. Smallegange | Sol Lucas,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02986-x/MediaObjects/41597_2024_2986_Fig1_HTML.png
10.1038/s41597-024-02974-1,2024-02-01,Data Descriptor,Marine picoplankton metagenomes and MAGs from eleven vertical profiles obtained by the Malaspina Expedition,Pablo Sánchez | Felipe H. Coutinho | Josep M. Gasol,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02974-1/MediaObjects/41597_2024_2974_Fig1_HTML.png
10.1038/s41597-024-02931-y,2024-02-01,Data Descriptor,An fMRI Dataset on Social Reward Processing and Decision Making in Younger and Older Adults,David V. Smith | Rita M. Ludwig | Dominic S. Fareri,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02931-y/MediaObjects/41597_2024_2931_Fig1_HTML.png
10.1038/s41597-024-02960-7,2024-02-01,Data Descriptor,Pig-eRNAdb: a comprehensive enhancer and eRNA dataset of pigs,Yifei Wang | Weiwei Jin | Xiaolong Yuan,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02960-7/MediaObjects/41597_2024_2960_Fig1_HTML.png
10.1038/s41597-024-02938-5,2024-02-02,Data Descriptor,Single Cell Map of Human Azoospermia Testis Caused by Cyclophosphamide Chemotherapy,Jian Cao | Xueheng Zhao | Hao Bo,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02938-5/MediaObjects/41597_2024_2938_Fig1_HTML.png
10.1038/s41597-024-03002-y,2024-02-02,Data Descriptor,A single cell RNAseq benchmark experiment embedding “controlled” cancer heterogeneity,Maddalena Arigoni | Maria Luisa Ratto | Luca Alessandri,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-03002-y/MediaObjects/41597_2024_3002_Fig1_HTML.png
10.1038/s41597-024-02991-0,2024-02-02,Data Descriptor,"De novo Phased Genome Assembly, Annotation and Population Genotyping of Alectoris Chukar",Hao Zhou | Xunhe Huang | He Meng,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02991-0/MediaObjects/41597_2024_2991_Fig1_HTML.png
10.1038/s41597-024-03007-7,2024-02-02,Data Descriptor,Chromosome level genome assembly of endangered medicinal plant Anisodus tanguticus,Yongli Song | Jian-Ping Huang | Sheng-Xiong Huang,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-03007-7/MediaObjects/41597_2024_3007_Fig1_HTML.png
10.1038/s41597-024-02997-8,2024-02-02,Data Descriptor,Chromosome-level genome assembly and annotation of eel goby (Odontamblyopus rebecca),Zhenming Lü | Ziwei Yu | Yongxin Li,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02997-8/MediaObjects/41597_2024_2997_Fig1_HTML.png
10.1038/s41597-024-02976-z,2024-02-02,Data Descriptor,miR-Blood – a small RNA atlas of human blood components,Julia Jehn | Franziska Trudzinski | Bruno R. Steinkraus,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02976-z/MediaObjects/41597_2024_2976_Fig1_HTML.png
10.1038/s41597-024-03001-z,2024-02-03,Data Descriptor,Phytoplankton optical fingerprint libraries for development of phytoplankton ocean color satellite products,Michael W. Lomas | Aimee R. Neeley | Scott A. Freeman,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-03001-z/MediaObjects/41597_2024_3001_Fig1_HTML.png
10.1038/s41597-024-03012-w,2024-02-03,Data Descriptor,ArcTiCA: Arctic tidal constituents atlas,M. G. Hart-Davis | S. L. Howard | D. Dettmering,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-03012-w/MediaObjects/41597_2024_3012_Fig1_HTML.png
10.1038/s41597-024-03010-y,2024-02-03,Data Descriptor,"Two chromosome-level genomes of Smittia aterrima and Smittia pratorum (Diptera, Chironomidae)",Yue Fu | Xiangliang Fang | Xinhua Wang,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-03010-y/MediaObjects/41597_2024_3010_Fig1_HTML.png
10.1038/s41597-024-02999-6,2024-02-03,Data Descriptor,Chromosome-level genome assembly of Acrossocheilus fasciatus using PacBio sequencing and Hi-C technology,Jianbo Zheng | Jianhu Jiang | Wenping Jiang,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02999-6/MediaObjects/41597_2024_2999_Fig1_HTML.png
10.1038/s41597-024-02995-w,2024-02-05,Data Descriptor,Whole-genome variants dataset of 209 local chickens from China,Xiaodong Tan | Jiawen Zhang | Deqian Wang,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02995-w/MediaObjects/41597_2024_2995_Fig1_HTML.png
10.1038/s41597-023-02895-5,2024-02-05,Data Descriptor,Development of Groundwater Levels Dataset for Chile since 1970,Héctor Leopoldo Venegas-Quiñones | Rodrigo Valdés-Pineda | Ty P. A. Ferré,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02895-5/MediaObjects/41597_2023_2895_Fig1_HTML.png
10.1038/s41597-024-03018-4,2024-02-06,Analysis,Homologous Recombination Deficiency Unrelated to Platinum and PARP Inhibitor Response in Cell Line Libraries,Shiro Takamatsu | Kosuke Murakami | Noriomi Matsumura,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-03018-4/MediaObjects/41597_2024_3018_Fig1_HTML.png
10.1038/s41597-024-02981-2,2024-02-06,Data Descriptor,Preoperative CT and survival data for patients undergoing resection of colorectal liver metastases,Amber L. Simpson | Jacob Peoples | Richard K. G. Do,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02981-2/MediaObjects/41597_2024_2981_Fig1_HTML.png
10.1038/s41597-024-03006-8,2024-02-06,Article,Knowledge and Instance Mapping: architecture for premeditated interoperability of disparate data for materials,Jaleesia D. Amos | Zhao Zhang | Christine Ogilvie Hendren,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-03006-8/MediaObjects/41597_2024_3006_Fig1_HTML.png
10.1038/s41597-024-03011-x,2024-02-07,Data Descriptor,Chromosome level genome assembly of the Etruscan shrew Suncus etruscus,Yury V. Bukhman | Susanne Meyer | Ron Stewart,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-03011-x/MediaObjects/41597_2024_3011_Fig1_HTML.png
10.1038/s41597-024-03003-x,2024-02-07,Data Descriptor,Naïve Bayes Classifiers and accompanying dataset for Pseudomonas syringae isolate characterization,Chad Fautt | Estelle Couradeau | Kevin L. Hockett,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-03003-x/MediaObjects/41597_2024_3003_Fig1_HTML.png
10.1038/s41597-024-02988-9,2024-02-07,Data Descriptor,Telomere-to-telomere gapless genome assembly of the Chinese sea bass (Lateolabrax maculatus),Zhilong Sun | Shuo Li | Changwei Shao,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02988-9/MediaObjects/41597_2024_2988_Fig1_HTML.png
10.1038/s41597-024-03013-9,2024-02-07,Data Descriptor,An open relaxation-diffusion MRI dataset in neurosurgical studies,Ye Wu | Xiaoming Liu | Fan Zhang,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-03013-9/MediaObjects/41597_2024_3013_Fig1_HTML.png
10.1038/s41597-024-02959-0,2024-02-08,Article,ezBIDS: Guided standardization of neuroimaging data interoperable with major data archives and platforms,Daniel Levitas | Soichi Hayashi | Franco Pestilli,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-02959-0/MediaObjects/41597_2024_2959_Fig1_HTML.png
10.1038/s41597-023-02872-y,2024-02-09,Data Descriptor,PLAS-20k: Extended Dataset of Protein-Ligand Affinities from MD Simulations for Machine Learning Applications,Divya B. Korlepara | Vasavi C. S. | U. Deva Priyakumar,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-023-02872-y/MediaObjects/41597_2023_2872_Fig1_HTML.png
10.1038/s41597-024-03031-7,2024-02-10,Data Descriptor,The Allen Ancient DNA Resource (AADR) a curated compendium of ancient human genomes,Swapan Mallick | Adam Micco | David Reich,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-03031-7/MediaObjects/41597_2024_3031_Fig1_HTML.png
10.1038/s41597-024-03005-9,2024-02-10,Data Descriptor,"Fluorescent Neuronal Cells v2: multi-task, multi-format annotations for deep learning in microscopy",Luca Clissa | Antonio Macaluso | Antonio Zoccoli,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-03005-9/MediaObjects/41597_2024_3005_Fig1_HTML.png
10.1038/s41597-024-03017-5,2024-02-10,Data Descriptor,A 10-m annual grazing intensity dataset in 2015–2021 for the largest temperate meadow steppe in China,Chuchen Chang | Jie Wang | Yingjun Zhang,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-03017-5/MediaObjects/41597_2024_3017_Fig1_HTML.png
10.1038/s41597-024-03014-8,2024-02-10,Data Descriptor,"Chromosome-level genome assembly and annotation of rare and endangered tropical bivalve, Tridacna crocea",Jun Li | Haitao Ma | Yuehuan Zhang,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-03014-8/MediaObjects/41597_2024_3014_Fig1_HTML.png
10.1038/s41597-024-03009-5,2024-02-10,Data Descriptor,A benchmark GaoFen-7 dataset for building extraction from satellite images,Peimin Chen | Huabing Huang | Ning Zhang,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41597-024-03009-5/MediaObjects/41597_2024_3009_Fig1_HTML.png
